LOCATION,DRAWINGNUM,CONTRACTNUM,PROJECTNUM,PROJECTMGR,ORIGINATOR,TITLE,COMMENTS,DATE
860,202,070488S/,NULL,Gary Banks,Richard Mckenzie,Francisco Torres Deck Repair,NULL,2007-03-15 00:00:00.000
860,203,090053S/077-11,NULL,George Levinthal,Gfba Architects,Santa Catalina Towers Restroom Deck Renovation,NULL,2008-07-30 00:00:00.000
860,204,090264S/293-16,NULL,Croft Yjader,Ag Mechanical Engineers,Fiesta Room Air Handler Retrofit,NULL,2009-01-26 00:00:00.000
860,205,100223L/293-36,NULL,George Levinthal,Aquatic Design Group,Santa Catalina Residence Hall  Pool Renovation Project,NULL,2010-01-28 00:00:00.000
860,207,290-71,NULL,Telli Foster,Jmpe,Santa Catalina Switchgear Replacement,NULL,2015-01-22 00:00:00.000
860,208,NULL,NULL,Andrew Morgan,Sprint Omni,Santa Catalina Cell Tower Modification,NULL,2015-10-16 00:00:00.000
860,209,170061B,NULL,Paul Kouns,Ed Schmittgen,Santa Catalina Espacio 12 Renovation,NULL,2016-08-31 00:00:00.000
860,210,NULL,NULL,Paul Valenzuela,Atandt,Santa Catalina Att Cell Tower Modification,NULL,2016-07-19 00:00:00.000
860,212,180000S/ 987918,NULL,Paul Kouns,,Santa Catalina Boiler Replacement,NULL,2017-07-11 00:00:00.000
875,101,980338L-986255,NULL,Karl Burrelsman,Designarc,Manzanita Village Student Housing,NULL,2000-10-23 00:00:00.000
875,102,090306S/293-08,NULL,George Levinthal,Richard Mckenzie,Manzanita Village Exterior Painting Project,NULL,2009-03-03 00:00:00.000
875,103,100369S/293-14,NULL,Croft Yjader,Safir Rosetti,Manzanita Village EKey Project,NULL,2010-05-24 00:00:00.000
875,104,140437B,NULL,Telli Foster,Salas Obrien,"Deanza Hvac Replacement Bldg 875 ",NULL,2014-03-24 00:00:00.000
929,101,FM 160027/180-24,,Croft Yjader,tbd,North Campus Open Space NEW Cart Barn 2018,,2018-05-15 00:00:00.000
930,102,990163b/217-17,NULL,Croft Yjader,Salvador Melendez,Relocate Three Trailers For EngineeringElectrical Work,NULL,1999-09-27 00:00:00.000
933,101,NULL,NULL,Croft Yjader,Maloney,Electrical Service For New Trailer,NULL,2000-09-15 00:00:00.000
934,101," 123",NULL,Croft Yjader,Maloney,Electrical For New Trailer,NULL,2000-09-15 00:00:00.000
935,101,010522B/211-31,NULL,Croft Yjader,Maloney,Electrical Work For Two Tlr South Of Bldg 570,NULL,2001-02-01 00:00:00.000
936,101,010522B/211-31,NULL,Croft Yjader,Maloney,Electrical Work For Two Tlr South Of Bldg 570,NULL,2001-02-01 00:00:00.000
940,101,471-05,NULL,Aaron Douglas,Walden Structures,"Mobile Modular
Uc Santa Barbara",NULL,1999-09-13 00:00:00.000
941,102,070381B/101-52,NULL,Jennifer Hernandez,Howard Engineering,Embarcadero Hall Remodel Bldg 941 Room 11101111,NULL,2007-03-06 00:00:00.000
942,102,NULL,NULL,Jennifer Hernandez,Jennifer Hernandez,Chemistry Trailer 942 Remodel,NULL,2016-08-24 00:00:00.000
943,106,060397B/108-33,NULL,Telli Foster,Penfield And Smith  Stantec,Hrc Fiber Optic Conduit,NULL,2006-02-10 00:00:00.000
943,107,070092B/987672,NULL,Telli Foster,Penfield And Smith  Stantec,Hrc Underground Conduit,NULL,2006-08-09 00:00:00.000
945,104,100394S,NULL,George Levinthal,Patrell Engineering Group Inc,El Dorado Apartments Pool Renovation Project,NULL,2010-06-02 00:00:00.000
945,105,110439S/293-88,NULL,George Levinthal,Richard Mckenzie,El Dorado Apats ReRoof Project,NULL,2011-04-08 00:00:00.000
945,106,120303L,NULL,George Levinthal,,El Dorado Apartments Renovation Bldg 945 WO29401,NULL,2011-12-15 00:00:00.000
947,101,02016S/291-39,NULL,Emilio Casanueva,Salvador Melendez,New Windows,NULL,2002-01-07 00:00:00.000
947,102,070084/292-63,NULL,Mark Schwartzbach,Acs,Westgate ReRoof And Clear Story Repairs,NULL,2007-01-31 00:00:00.000
948,110,980396s/100-66,NULL,Art Mazenek,,Remove  Replace Roof,NULL,1999-05-12 00:00:00.000
948,111,980468B/114-25/918125,NULL,Eric Ruse,Smith Engineering,Relighting  Service Replacement,NULL,1999-05-14 00:00:00.000
948,112,,NULL,Moe Hurtado,Howard And Van Sande,Reinforce Stage Iv Theater,NULL,2004-01-27 00:00:00.000
948,113,170144B/101-76,NULL,Croft Yjader,Collings And Associates,"Iv Theater Fire Alarm ",NULL,2016-11-14 00:00:00.000
955,102,tbd,,Edward Schmittgen,Morando Design,Aspen House Renovation at SNARL,,2021-08-04 00:00:00.000
958,101,FM200270UF,,George Lenvinthal,Crate Modular,SNARL Container House,,2020-06-09 00:00:00.000
962,101,140248S/981800,NULL,Ray Aronson,Thompson Naylor Architects,Sierra Nevada Research Laboratory Snarl Classroom And Lecture Hall,NULL,2013-11-14 00:00:00.000
969,101,990001B/103-34,NULL,Amd,Elliott F Brainard,Valentine Resr,NULL,1999-06-16 00:00:00.000
970,102,110456S,NULL,Dan Dawson,"Pace Advanced Water Engineering ",Snarl Stream Control Structure Replacement And Repair,NULL,2011-03-10 00:00:00.000
970,103,,NULL,Ray Aronson,"Pace Advanced Water Engineering ",Snarl Stream Control Structure Replacement And Repair Phase Ii,NULL,2016-04-25 00:00:00.000
972,102,010597-S/100-41,NULL,Emilio Casanueva,Xa Architects,Facilities Village Project,NULL,2001-03-01 00:00:00.000
989,101,123-30,NULL,Aaron Douglas,Salvador Melendez,After School Program,NULL,2002-07-30 00:00:00.000
995,102,none,NULL,none,KBZ,Cabrillo Business Park Existing Conditions Drawings,NULL,2012-06-18 00:00:00.000
997,112,,NULL,Deedee Ciancola,"Architects West Greg Rech ",Erc Lab Remodel,NULL,2008-12-02 00:00:00.000
997,113,120313S/211-77,NULL,George Levinthal,Studio Engineers Inc,"Erc Restoration Project
",NULL,2012-01-04 00:00:00.000
1121,102,B150365/986-265,NULL,Mark Schwartzbach,UCSB Communication Services,Copper Cable At Sierra Madre,NULL,2015-02-19 00:00:00.000
1860,101,FM130426/966470,,Karl Burrelsman,LOHA,San Joaquin North Village Clusters 1 and 3,,2017-09-01 00:00:00.000
1860,102,FM130399/986470,,Karl Burrelsman,SOM,San Joaquin Apartments Storke Gateway Towers Tenaya Towers,,2014-04-17 00:00:00.000
1860,103,FM130426/966470,,Karl Burrelsman,tbd,San Joaquin Site Plan,,2018-06-05 00:00:00.000
1860,104,FM130426/966470,,Karl Burrelsman,Kevin Daly Architects,San Joaquin North Village Clusters 2 and 4,,2018-05-15 00:00:00.000
1861,101,FM130292L/986470,,Karl Burrelsman,Kieran Timberlake,Portola Dining Commons,,2018-06-06 00:00:00.000
7000,102,160169B,NULL,Jennifer Pierce,Van Sande Structural Consultants,Seismic Repairs To Bldg 7000,NULL,2016-05-20 00:00:00.000
7020,101,FM1600S/101-67,,Jennifer Pierce,Murray Duncan Architects,Repairs to Building 7020 Devereux,,2018-01-29 00:00:00.000
7025,102,160178B,NULL,Jennifer Pierce,Van Sande Structural Consultants,Seismic Repairs To Bldg 7025,NULL,2016-05-20 00:00:00.000
7040,101,160030S,NULL,Jennifer Pierce,Murray Duncan And Van Sande,Repairs To Building 7040,NULL,2015-07-20 00:00:00.000
7045,199,FM160031S/101-67,NULL,Jennifer Pierce,Murray Duncan Architects,Repairs to Building 7045 Devereux,NULL,2018-01-29 00:00:00.000
7045,201,NULL,NULL,Jennifer Pierce,Murray Duncan Architects Inc,7045 Art Museum Storage Renovation,NULL,2017-01-06 00:00:00.000
7060,199,FM160031S/101-67,NULL,Jennifer Pierce,Murray Duncan Architects,Repairs to Building 7060 Devereux,NULL,2018-01-29 00:00:00.000
7060,201,170020S,NULL,Jennifer Pierce,"Architects West Greg Rech ",Copr Renovation Building 7060 Devereux,NULL,2016-07-26 00:00:00.000
7060,202,,NULL,Jennifer Pierce,Kim True  True Nature,Landscape Drainage,NULL,2017-04-07 00:00:00.000
7070,102,160147B,NULL,Jennifer Pierce,Van Sande Structural Consultants,Seismic Repairs To Bldg 7070,NULL,2016-05-20 00:00:00.000
7085,101,160028S,NULL,Jennifer Pierce,Murray Duncan And Van Sande,Repairs To Building 7085,NULL,2015-07-20 00:00:00.000
7085,202,NULL,NULL,Jennifer Pierce,Kim True  True Nature,Building 7085 Landscape Drainage,NULL,2016-05-19 00:00:00.000
7095,102,090236S/981620,NULL,Telli Foster,Xa Architects,Nwc Cottages 7095 And 7097,NULL,2008-12-04 00:00:00.000
7905,101,160029S,NULL,Jennifer Pierce,Murray Duncan And Van Sande,Repairs To Building 7905,NULL,2015-07-20 00:00:00.000
7930,102,160162B,NULL,Jennifer Pierce,Van Sande Structural Consultants,Seismic Repairs To Bldg 7930,NULL,2016-05-20 00:00:00.000
7950,102,160177B,NULL,Jennifer Pierce,Van Sande Structural Consultants,Seismic Repairs To Bldg 7950,NULL,2016-05-20 00:00:00.000
7950,103,981991,NULL,Jennifer Pierce,19Six,Devereux 7950 Artificial Flume Project,NULL,2020-08-28 00:00:00.000
9969,101,,NULL,Ray Aronson,Kathy Cage,Valentine Reserve Education Center Covered Porch,NULL,2011-10-03 00:00:00.000
